Name,Ticker,Sub-Sector
Dhunseri Investments Ltd,DHUNINV,Asset Management
Reliance Home Finance Ltd,RHFL,Home Financing
Emkay Global Financial Services Ltd,EMKAY,Investment Banking & Brokerage
Nahar Capital and Financial Services Ltd,NAHARCAP,Asset Management
STEL Holdings Ltd,STEL,Asset Management
IL & FS Investment Managers Ltd,IVC,Asset Management
Consolidated Finvest & Holdings Ltd,CONSOFINVT,Asset Management
Welspun Investments and Commercials Ltd,WELINV,Diversified Financials
Wealth First Portfolio Managers Ltd,WEALTH,Diversified Financials
Naga Dhunseri Group Ltd,NDGL,Investment Banking & Brokerage
Steel City Securities Ltd,STEELCITY,Investment Banking & Brokerage
McDowell Holdings Ltd,MCDHOLDING,Asset Management
DB (International) Stock Brokers Ltd,DBSTOCKBRO,Investment Banking & Brokerage
Ganges Securities Ltd,GANGESSECU,Diversified Financials
Indbank Merchant Banking Services Ltd,INDBANK,Investment Banking & Brokerage
Almondz Global Securities Ltd,ALMONDZ,Investment Banking & Brokerage
Palash Securities Ltd,PALASHSECU,Diversified Financials
BLB Ltd,BLBLIMITED,Investment Banking & Brokerage
Keynote Financial Services Ltd,KEYFINSERV,Investment Banking & Brokerage
Williamson Magor and Co Ltd,WILLAMAGOR,Specialized Finance
Times Guaranty Ltd,TIMESGTY,Investment Banking & Brokerage
Indo Thai Securities Ltd,INDOTHAI,Investment Banking & Brokerage
Mask Investments Ltd,MASKINVEST,Investment Banking & Brokerage
Lakshmi Finance and Industrial Corp Ltd,LFIC,Diversified Financials
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,Asset Management
Stampede Capital Ltd,STAMPEDE,Investment Banking & Brokerage
Stampede Capital Ltd - DVR,SCAPDVR,Investment Banking & Brokerage
Khandwala Securities Ltd,KHANDSE,Investment Banking & Brokerage
Bartronics India Ltd,BARTRONICS,Payment Infrastructure
Tci Finance Ltd,TCIFINANCE,Diversified Financials
Transwarranty Finance Ltd,TFL,Diversified Financials
Onelife Capital Advisors Ltd,ONELIFECAP,Investment Banking & Brokerage
Cox & Kings Financial Service Ltd,CKFSL,Diversified Financials
Viji Finance Ltd,VIJIFIN,Specialized Finance
Nagreeka Capital & Infrastructure Ltd,NAGREEKCAP,Asset Management
Gujarat Lease Financing Ltd,GLFL,Consumer Finance
HB Stockholdings Ltd,HBSL,Investment Banking & Brokerage
ATN International Ltd,ATNINTER,Investment Banking & Brokerage
Blue Chip India Ltd,BLUECHIP,Asset Management
