Name,Ticker,Sub-Sector
Sandu Pharmaceuticals Ltd,SANDUPHQ,FMCG - Personal Products
Sanwaria Consumer Limited,SANWARIA,FMCG - Foods
Saptarishi Agro Industries Ltd,SPTRSHI,Agro Products
Sarda Proteins Ltd,SRDAPRT,Packaged Foods & Meats
Sarveshwar Foods Ltd,SARVESHWAR,Packaged Foods & Meats
Sayaji Industries Ltd,SAYAJIIND,Agro Products
Shah Foods Ltd,SHAHFOOD,Packaged Foods & Meats
Shanti Overseas India Ltd,SHANTI,Packaged Foods & Meats
Sharat Industries Ltd,SHINDL,Packaged Foods & Meats
Sheetal Cool Products Ltd,SCPL,Packaged Foods & Meats
Shree Hanuman Sugar & Industries Ltd,HANSUGAR,Sugar
Shree Renuka Sugars Ltd,RENUKA,Sugar
ShreeOswal Seeds and Chemicals Ltd,OSWALSEEDS,Seeds
Shreeram Proteins Ltd,SRPL,Agro Products
Shri Gang Industries and Allied Products Ltd,SHRIGANG,Packaged Foods & Meats
Silver Oak (India) Ltd,SILVOAK,Alcoholic Beverages
Simbhaoli Sugars Ltd,SIMBHALS,Sugar
Simran Farms Ltd,SIMRAN,Packaged Foods & Meats
Sinnar Bidi Udyog Ltd,SINNAR,FMCG - Tobacco
Sir Shadi Lal Enterprises Ltd,SSLEL,Sugar
Spectrum Foods Ltd,SPECFOOD,Packaged Foods & Meats
Sukhjit Starch and Chemicals Ltd,SUKHJITS,Agro Products
Sumuka Agro Industries Ltd,SUPRBPA,Agro Products
Super Bakers Ltd,SUPERBAK,Packaged Foods & Meats
Suraj Industries Ltd,SURJIND,Packaged Foods & Meats
Suryo Foods and Industries Ltd,SURFI,Packaged Foods & Meats
T & I Global Ltd,TIGLOB,Agro Products
TMT (India) Ltd,TMTIND-B1,Agro Products
Tanvi Foods (India) Ltd,TANVI,Packaged Foods & Meats
Tarai Foods Ltd,TARAI,Packaged Foods & Meats
Tasty Bite Eatables Ltd,TASTYBITE,Packaged Foods & Meats
Tasty Dairy Specialities Ltd,TDSL,Agro Products
TATA COFFEE LIMITED,TATACOFFEE,Tea & Coffee
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tea & Coffee
Tejassvi Aaharam Ltd,TEJASSVI,Packaged Foods & Meats
Terai Tea Co Ltd,TERAI,Tea & Coffee
Tilaknagar Industries Ltd,TI,Alcoholic Beverages
Tinna Trade Ltd,TINNATFL,Agro Products
Transglobe Foods Ltd,TRANSFD,FMCG - Foods
Triveni Engineering and Industries Ltd,TRIVENI,Sugar
UMA Exports Ltd,UMAEXPORTS,Agro Products
Ugar Sugar Works Ltd,UGARSUGAR,Sugar
Umang Dairies Ltd,UMANGDAIRY,FMCG - Foods
Unique Organics Ltd,UNIQUEO,Packaged Foods & Meats
Uniroyal Marine Exports Ltd,UNRYLMA,Packaged Foods & Meats
United Breweries Ltd,UBL,Alcoholic Beverages
United Nilgiri Tea Estates Company Ltd,UNITEDTEA,Tea & Coffee
United Spirits Limited,MCDOWELL-N,Alcoholic Beverages
Universal Starch Chem Allied Ltd,UNIVSTAR,Packaged Foods & Meats
Unjha Formulations Ltd,UNJHAFOR,FMCG - Personal Products
Uttam Sugar Mills Ltd,UTTAMSUGAR,Sugar
VST Industries Ltd,VSTIND,FMCG - Tobacco
Vadilal Enterprises Ltd,VADILENT,Packaged Foods & Meats
Vadilal Industries Ltd,VADILALIND,FMCG - Foods
Varun Beverages Ltd,VBL,Soft Drinks
Vegetable Products Ltd,VEGETABLE,Agro Products
Venky's (India) Limited,VENKEYS,Packaged Foods & Meats
Vijay Solvex Ltd,VIJSOLX,Agro Products
Vikas Proppant & Granite Ltd,VIKASPROP,Agro Products
Vikas WSP Ltd,VIKASWSP,Agro Products
Virat Crane Industries Ltd,VIRATCRA,Agro Products
Vishwaraj Sugar Industries Ltd,VISHWARAJ,Sugar
Vitesse Agro Ltd,VITESSE,Agro Products
Walpar Nutritions Ltd,WALPAR,Packaged Foods & Meats
Warren Tea Ltd,WARRENTEA,Agro Products
Waterbase Ltd,WATERBASE,Packaged Foods & Meats
Wellness Noni Ltd,WELLNESS,FMCG - Foods
White Organic Agro Ltd,WHITEORG,FMCG - Foods
White Organic Retail Ltd,WORL,Agro Products
Zydus Wellness Ltd,ZYDUSWELL,FMCG - Foods
