Name,Ticker,Sub-Sector
Kalyani Commercials Ltd,KALYANI,Consumer Finance
Kalyani Investment Company Ltd,KICL,Asset Management
Karnataka Bank Ltd,KTKBANK,Private Banks
Karnavati Finance Ltd,KARNAVATI,Consumer Finance
Kartik Investments Trust Ltd,KARTKIN,Diversified Financials
Karur Vysya Bank Ltd,KARURVYSYA,Private Banks
Keynote Financial Services Limited,KEYFINSERV,Investment Banking & Brokerage
Khandwala Securities Ltd,KHANDSE,Investment Banking & Brokerage
Khoobsurat Ltd,KHOOBSURAT,Investment Banking & Brokerage
Kiduja India Ltd,KIDUJA,Investment Banking & Brokerage
Kifs Financial Services Ltd,KIFS,Specialized Finance
Kinetic Trust Ltd,KINETRU,Investment Banking & Brokerage
Kiran Vyapar Ltd,KIRANVYPAR,Diversified Financials
Kirloskar Industries Limited,KIRLOSIND,Investment Banking & Brokerage
Kotak Mahindra Bank Limited,KOTAKBANK,Private Banks
Kovalam Investment and Trading Co Ltd,ZKOVALIN,Investment Banking & Brokerage
Krishna Capital and Securities Ltd,KRISHNACAP,Investment Banking & Brokerage
L&T Finance Holdings Ltd,L&TFH,Diversified Financials
LIC Housing Finance Ltd,LICHSGFIN,Home Financing
LKP Finance Ltd,LKPFIN,Investment Banking & Brokerage
LKP Securities Ltd,LKPSEC,Diversified Financials
Ladderup Finance Ltd,LADDERUP,Investment Banking & Brokerage
Lakshmi Finance and Industrial Corp Ltd,LFIC,Diversified Financials
Le Lavoir Ltd,LELAVOIR,Diversified Financials
Lead Financial Services Ltd,LEADFIN,Diversified Financials
Leading Leasing Finance and Investment Company Ltd,LLFICL,Diversified Financials
Leena Consultancy Ltd,ZLEENCON,Investment Banking & Brokerage
Lerthai Finance Ltd,LERTHAI,Diversified Financials
Libord Finance Ltd,LIBORDFIN,Diversified Financials
Libord Securities Ltd,LIBORD,Investment Banking & Brokerage
Life Insurance Corporation Of India,LICI,Insurance
Lohia Securities Ltd,LOHIASEC,Investment Banking & Brokerage
MAS Financial Services Ltd,MASFIN,Diversified Financials
MY Money Securities Ltd,MYMONEY,Investment Banking & Brokerage
Madhusudan Securities Ltd,MADHUSE,Investment Banking & Brokerage
Magnanimous Trade & Finance Ltd,MAGANTR,Investment Banking & Brokerage
Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,Consumer Finance
Mahashree Trading Ltd,MAHSHRE,Diversified Financials
Mahindra and Mahindra Financial Services Ltd,M&MFIN,Consumer Finance
Manappuram Finance Limited,MANAPPURAM,Consumer Finance
Mangal Credit and Fincorp Ltd,MANCREDIT,Consumer Finance
Mangalam Industrial Finance Ltd,MANGIND,Diversified Financials
Marg Techno-Projects Ltd,MTPL,Diversified Financials
Margo Finance Ltd,MARGOFIN,Diversified Financials
Market Creators Ltd,MKTCREAT,Investment Banking & Brokerage
Maruti Securities Ltd,MARUTISE,Investment Banking & Brokerage
Mask Investments Ltd,MASKINVEST,Investment Banking & Brokerage
Master Trust Ltd,MASTERTR,Diversified Financials
Max Financial Services Limited,MFSL,Insurance
McDowell Holdings Ltd,MCDHOLDING,Asset Management
Meenakshi Enterprises Ltd,MEL,Diversified Financials
Mega Corp Ltd,MEGACOR,Diversified Financials
Mega Fin (India) Ltd,MEGFI,Diversified Financials
Mehta Housing Finance Ltd,MEHTAHG,Investment Banking & Brokerage
Mehta Integrated Finance Ltd,MEHIF,Diversified Financials
Mehta Securities Ltd,MEHSECU,Investment Banking & Brokerage
Mercury Trade Links Ltd,MERCTRD,Investment Banking & Brokerage
Microse India Ltd,MICROSE,Investment Banking & Brokerage
Mideast Portfolio Management Ltd,MIDEASTP,Investment Banking & Brokerage
Milgrey Finance and Investments Ltd,ZMILGFIN,Investment Banking & Brokerage
Minolta Finance Ltd,MINOLTAF,Diversified Financials
Modern Shares and Stockbrokers Ltd,MODRNSH,Investment Banking & Brokerage
Monarch Networth Capital Ltd,MONARCH,Investment Banking & Brokerage
Money Masters Leasing and Finance Ltd,MMLF,Diversified Financials
Moneyboxx Finance Ltd,MONEYBOXX,Diversified Financials
Monotype India Ltd,MONOT,Diversified Financials
Moongipa Capital Finance Ltd,MONGIPA,Consumer Finance
Motilal Oswal Financial Services Ltd,MOTILALOFS,Diversified Financials
Mrugesh Trading Ltd,MRUTR,Diversified Financials
E-Land Apparel Limited,ELAND,Diversified Financials
Mukesh Babu Financial Services Ltd,MUKESHB,Diversified Financials
Multi Commodity Exchange of India Ltd,MCX,Stock Exchanges & Ratings
Multiplus Holdings Ltd,MULTIIN,Investment Banking & Brokerage
Munoth Capital Market Ltd,MUNCAPM,Asset Management
Munoth Financial Services Ltd,MUNOTHFI,Investment Banking & Brokerage
Muthoot Capital Services Ltd,MUTHOOTCAP,Diversified Financials
Muthoot Finance Ltd,MUTHOOTFIN,Consumer Finance
NBI Industrial Finance Company Ltd,NBIFIN,Diversified Financials
Naga Dhunseri Group Ltd,NDGL,Investment Banking & Brokerage
Nagreeka Capital & Infrastructure Ltd,NAGREEKCAP,Asset Management
Nahar Capital and Financial Services Ltd,NAHARCAP,Asset Management
Nalin Lease Finance Ltd,NLFL,Consumer Finance
Nalwa Sons Investments Limited,NSIL,Asset Management
Nam Securities Ltd,NAM,Investment Banking & Brokerage
Navigant Corporate Advisors Ltd,NAVIGANT,Investment Banking & Brokerage
Naysaa Securities Ltd,NAYSAA,Investment Banking & Brokerage
Neil Industries Ltd,NEIL,Diversified Financials
New India Assurance Company Ltd,NIACL,Insurance
Nidhi Granites Ltd,NIDHGRN,Investment Banking & Brokerage
Nikki Global Finance Ltd,NIKKIGL,Diversified Financials
Nilkanth Engineering Ltd,ZNILKENG,Diversified Financials
Nippon Life India Asset Management Limited,NAM-INDIA,Asset Management
Nivi Trading Ltd,ZNIVITRD,Investment Banking & Brokerage
Niyogin Fintech Ltd,NIYOGIN,Diversified Financials
Oasis Securities Ltd,OASISEC,Diversified Financials
Octal Credit Capital Ltd,OCTAL,Diversified Financials
Onelife Capital Advisors Ltd,ONELIFECAP,Investment Banking & Brokerage
Oswal Leasing Ltd,OSWALEA,Investment Banking & Brokerage
P H Capital Ltd,PHCAP,Investment Banking & Brokerage
PNB Housing Finance Ltd,PNBHOUSING,Home Financing
PTC India Financial Services Ltd,PFS,Specialized Finance
Pacheli Industrial Finance Ltd,PIFL,Home Financing
Paisalo Digital Limited,PAISALO,Consumer Finance
Palash Securities Ltd,PALASHSECU,Diversified Financials
Pan India Corp Ltd,PANINDIAC,Diversified Financials
Panafic Industrials Ltd,PANAFIC,Diversified Financials
Pankaj Piyush Trade and Investment Ltd,PANKAJPIYUS,Investment Banking & Brokerage
Paragon Finance Ltd,PARAGONF,Consumer Finance
Paul Merchants Ltd,PML,Consumer Finance
People's Investment Ltd,PEOPLIN,Diversified Financials
Pilani Investment And Industries Corporation Ltd,PILANIINVS,Asset Management
Pioneer Investcorp Ltd,PIONRINV,Investment Banking & Brokerage
Piramal Enterprises Limited,PEL,Diversified Financials
Pmc Fincorp Ltd,PMCFIN,Diversified Financials
Pnb Gilts Ltd,PNBGILTS,Investment Banking & Brokerage
Polytex India Ltd,POLYTEX,Diversified Financials
Poonawalla Fincorp Limited,POONAWALLA,Consumer Finance
Power Finance Corporation Ltd,PFC,Specialized Finance
Prime Securities Ltd,PRIMESECU,Investment Banking & Brokerage
Prism Finance Ltd,PRISMFN,Diversified Financials
Prithvi Exchange (India) Ltd,PRITHVIEXCH,Investment Banking & Brokerage
Prudent Corporate Advisory Services Ltd,PRUDENT,Asset Management
Pulsar International Ltd,PULSRIN,Asset Management
Punjab & Sind Bank,PSB,Public Banks
Punjab National Bank,PNB,Public Banks
Pyxis Finvest Ltd,PYXISFIN,Diversified Financials
Qgo Finance Ltd,QGO,Consumer Finance
Quest Capital Markets Ltd,QUESTCAP,Investment Banking & Brokerage
R R Securities Ltd,RRSECUR,Consumer Finance
RBL Bank Ltd,RBLBANK,Private Banks
REC Limited,RECLTD,Specialized Finance
RSD Finance Ltd,RSDFIN,Diversified Financials
Rail Vikas Nigam Ltd,RVNL,Specialized Finance
Rajath Finance Ltd,RAJATH,Diversified Financials
Rajkot Investment Trust Ltd,RAJKOTINV,Investment Banking & Brokerage
Rajputana Investment & Finance Ltd,RAJPUTANA,Investment Banking & Brokerage
Ramchandra Leasing and Finance Ltd,RLFL,Diversified Financials
Ramsons Projects Ltd,RAMSONS,Diversified Financials
Rapid Investments Ltd,RAPIDIN,Diversified Financials
Real Touch Finance Ltd,RTFL,Diversified Financials
Regal Entertainement and Consultants Ltd,REGAL,Diversified Financials
Regency Trust Ltd,REGTRUS,Investment Banking & Brokerage
Reliance Capital Ltd,RELCAPITAL,Diversified Financials
Reliance Home Finance Ltd,RHFL,Home Financing
Relic Technologies Ltd,RELICTEC,Diversified Financials
Religare Enterprises Ltd,RELIGARE,Investment Banking & Brokerage
Repco Home Finance Ltd,REPCOHOME,Consumer Finance
Rich Universe Network Ltd,RICHUNV,Diversified Financials
Richfield Financial Services Ltd,RFSL,Investment Banking & Brokerage
Richirich Inventures Ltd,RICHIRICH,Diversified Financials
Roselabs Finance Ltd,ROSELABS,Diversified Financials
S P Capital Financing Ltd,SPCAPIT,Diversified Financials
S R G Securities Finance Ltd,SRGSFL,Consumer Finance
S V Trading and Agencies Ltd,ZSVTRADI,Investment Banking & Brokerage
SBI Cards and Payment Services Ltd,SBICARD,Payment Infrastructure
SBI Life Insurance Company Ltd,SBILIFE,Insurance
SKP Securities Ltd,SKPSEC,Investment Banking & Brokerage
SMC Global Securities Ltd,SMCGLOBAL,Investment Banking & Brokerage
SMIFS Capital Markets Ltd,SMIFS,Investment Banking & Brokerage
SPA Capital Advisors Limited,SPACAPS,Diversified Financials
SPS Finquest Ltd,SPS,Diversified Financials
SPV Global Trading Ltd,SPVGLOBAL,Investment Banking & Brokerage
SRG Housing Finance Ltd,SRGHFL,Consumer Finance
SSPN Finance Ltd,SSPNFIN,Diversified Financials
Stel Holdings Limited,STEL,Asset Management
SW Investments Ltd,SW1,Consumer Finance
Sahara Housingfina Corporation Ltd,SAHARAHOUS,Home Financing
Sai Capital Ltd,SAICAPI,Investment Banking & Brokerage
Sainik Finance and Industries Ltd,SAINIK,Specialized Finance
Sakthi Finance Ltd,SAKTHIFIN,Consumer Finance
Salem Erode Investments Ltd,SALEM,Investment Banking & Brokerage
Sarthak Global Ltd,SARTHAKGL,Investment Banking & Brokerage
Sarvottam Finvest Ltd,SARVOTTAM,Investment Banking & Brokerage
Sastasundar Ventures Limited,SASTASUNDR,Diversified Financials
Satin Creditcare Network Ltd,SATIN,Consumer Finance
Satyam Silk Mills Ltd,ZSATYASL,Investment Banking & Brokerage
Saumya Consultants Ltd,SAUMYA,Diversified Financials
Savani Financials Ltd,SAVFI,Diversified Financials
Shalibhadra Finance Ltd,SAHLIBHFI,Diversified Financials
Shardul Securities Ltd,SHARDUL,Investment Banking & Brokerage
Share India Securities Ltd,SHAREINDIA,Investment Banking & Brokerage
Shiv Kamal Impex Ltd,SHIVKAMAL,Diversified Financials
Shivansh Finserve Ltd,SHIVA,Investment Banking & Brokerage
Shree Salasar Investments Ltd,SALSAIN,Investment Banking & Brokerage
Shree Worstex Ltd,SHWL,Diversified Financials
Shreevatsaa Finance and Leasing Ltd,SHVFL,Diversified Financials
Shri Kalyan Holdings Ltd,SHKALYN,Investment Banking & Brokerage
Shri Niwas Leasing and Finance Ltd,SHRINIWAS,Diversified Financials
Shriram Asset Management Co Ltd,SRAMSET,Asset Management
Shriram City Union Finance Ltd,SHRIRAMCIT,Consumer Finance
Shriram Transport Finance Company Ltd,SRTRANSFIN,Consumer Finance
Siddha Ventures Ltd,SIDDHA,Investment Banking & Brokerage
Siddheswari Garments Ltd,SIDDHEGA,Investment Banking & Brokerage
Siel Financial Services Ltd,SIELFNS,Specialized Finance
SIL Investments Limited,SILINV,Diversified Financials
Sita Enterprises Ltd,SITAENT,Diversified Financials
Sobhaygya Mercantile Ltd,SOBME,Diversified Financials
Som Datt Finance Corporation Ltd,SODFC,Diversified Financials
Sonal Mercantile Ltd,SONAL,Diversified Financials
South Indian Bank Ltd,SOUTHBANK,Private Banks
Spandana Sphoorty Financial Ltd,SPANDANA,Consumer Finance
SREI Infrastructure Finance Limited,SREINFRA,Specialized Finance
Srestha Finvest Ltd,SRESTHA,Diversified Financials
Sri Amarnath Finance Ltd,AMARNATH,Investment Banking & Brokerage
Stampede Capital Ltd,STAMPEDE,Investment Banking & Brokerage
Stampede Capital Ltd - DVR,SCAPDVR,Investment Banking & Brokerage
Standard Batteries Ltd,STDBAT,Diversified Financials
Standard Capital Markets Ltd,STANCAP,Consumer Finance
Stanrose Mafatlal Investments and Finance Ltd,STANROS,Asset Management
Star Health and Allied Insurance Company Ltd,STARHEALTH,Insurance
Star Housing Finance Ltd,STARHFL,Home Financing
Starteck Finance Ltd,STARTECK,Diversified Financials
State Bank of India,SBIN,Public Banks
Steel City Securities Ltd,STEELCITY,Investment Banking & Brokerage
Stellant Securities (India) Ltd,STELLANT,Investment Banking & Brokerage
Step Two Corporation Ltd,STEP2COR,Investment Banking & Brokerage
Stephanotis Finance Ltd,STEPHANOTIS,Specialized Finance
Sterling Guaranty & Finance Ltd,STRLGUA,Diversified Financials
Suchitra Finance & Trading Co Ltd,SUCHITRA,Specialized Finance
Sugal and Damani Share Brokers Ltd,SUGALDAM,Investment Banking & Brokerage
Sujala Trading & Holdings Ltd,SUJALA,Diversified Financials
Sulabh Engineers and Services Ltd,SULABEN,Specialized Finance
Sumedha Fiscal Services Ltd,SUMEDHA,Investment Banking & Brokerage
Summit Securities Ltd,SUMMITSEC,Asset Management
Sundaram Finance Holdings Ltd,SUNDARMHLD,Diversified Financials
Sundaram Finance Ltd,SUNDARMFIN,Consumer Finance
Sungold Capital Ltd,SUNGOLD,Diversified Financials
Sunrise Industrial Traders Ltd,SUNRINV,Diversified Financials
Suryakrupa Finance Ltd,SURYAKR,Consumer Finance
Suryoday Small Finance Bank Ltd,SURYODAY,Private Banks
Swarna Securities Ltd,SWRNASE,Investment Banking & Brokerage
Swastik Safe Deposit and Investments Ltd,ZSWASTSA,Diversified Financials
Swastika Investmart Ltd,SWASTIKA,Diversified Financials
Systematix Corporate Services Ltd,SYSTMTXC,Diversified Financials
Systematix Securities Ltd,SYTIXSE,Diversified Financials
TCFC Finance Ltd,TCFCFINQ,Investment Banking & Brokerage
TRC Financial Services Ltd,TRCFIN,Diversified Financials
TTI Enterprise Ltd,TTIENT,Diversified Financials
Tashi India Ltd,TASHIND,Diversified Financials
Tata Investment Corporation Limited,TATAINVEST,Asset Management
Tci Finance Ltd,TCIFINANCE,Diversified Financials
Thirani Projects Ltd,TPROJECT,Investment Banking & Brokerage
Tilak Ventures Ltd,TILAK,Diversified Financials
Times Guaranty Ltd,TIMESGTY,Investment Banking & Brokerage
Tourism Finance Corporation of India Ltd,TFCILTD,Specialized Finance
Toyam Industries Ltd,TOYAMIND,Diversified Financials
Transcorp International Ltd,TRANSCOR,Consumer Finance
Transwarranty Finance Ltd,TFL,Diversified Financials
Twentyfirst Century Management Services Ltd,21STCENMGM,Investment Banking & Brokerage
Typhoon Financial Services Ltd,TFSL,Diversified Financials
U Y Fincorp Ltd,UYFINCORP,Diversified Financials
UCO Bank,UCOBANK,Public Banks
UTI Asset Management Company Ltd,UTIAMC,Asset Management
Ugro Capital Ltd,UGROCAP,Investment Banking & Brokerage
Ujjivan Financial Services Ltd,UJJIVAN,Consumer Finance
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,Private Banks
Unijolly Investments Company Ltd,UNIJOLL,Investment Banking & Brokerage
Union Bank of India Ltd,UNIONBANK,Public Banks
Upsurge Investment and Finance Ltd,UPSURGE,Diversified Financials
Ushakiran Finance Ltd,USHAKIRA,Diversified Financials
V B Desai Financial Services Ltd,VBDESAI,Investment Banking & Brokerage
V L S Finance Ltd,VLSFINANCE,Investment Banking & Brokerage
VB Industries Ltd,VBIND,Diversified Financials
Vani Commercials Ltd,VANICOM,Investment Banking & Brokerage
Vardhman Holdings Limited,VHL,Diversified Financials
Ventura Guaranty Ltd,SHYAM,Diversified Financials
Vibrant Global Capital Ltd,VGCL,Diversified Financials
Viji Finance Ltd,VIJIFIN,Specialized Finance
Vikalp Securities Ltd,VIKALPS,Investment Banking & Brokerage
Vintage Coffee and Beverages Ltd,VINCOFE,Investment Banking & Brokerage
Vintage Securities Ltd,VINTAGES,Consumer Finance
Vishvprabha Ventures Ltd,VISVEN,Investment Banking & Brokerage
Wall Street Finance Ltd,WSFIN,Diversified Financials
Wallfort Financial Services Ltd,WALLFORT,Investment Banking & Brokerage
Wealth First Portfolio Managers Ltd,WEALTH,Diversified Financials
Welspun Investments and Commercials Ltd,WELINV,Diversified Financials
West Leisure Resorts Ltd,WESTLEIRES,Diversified Financials
Williamson Magor and Co Ltd,WILLAMAGOR,Specialized Finance
Winro Commercial (India) Ltd,WINROC,Diversified Financials
Yes Bank Ltd,YESBANK,Private Banks
Yuranus Infrastructure Ltd,YURANUS,Diversified Financials
