Name,Ticker,Sub-Sector
Ashoka Buildcon Ltd,ASHOKA,Construction & Engineering
Abhishek Corporation Limited,ABHISHEK,Commodities Trading
Asian Granito India Ltd,ASIANTILES,Building Products - Granite
Astral Limited,ASTRAL,Building Products - Pipes
Atal Realtech Ltd,ATALREAL,Construction & Engineering
Atharv Enterprises Ltd,ATHARVENT,Commodities Trading
Atlanta Ltd,ATLANTA,Construction & Engineering
Ausom Enterprise Limited,AUSOMENT,Commodities Trading
Austin Engineering Company Ltd,AUSTENG,Industrial Machinery
Automobile Corp Of Goa Ltd,ACGL,Trucks & Buses
Aviva Industries Ltd,AVIVA,Building Products - Glass
AXISCADES Technologies Limited,AXISCADES,Construction & Engineering
Axtel Industries Ltd,AXTEL,Industrial Machinery
B L Kashyap and Sons Ltd,BLKASHYAP,Construction & Engineering
BC Power Controls Ltd,BCP,Cables
BCPL Railway Infrastructure Ltd,BCPL,Construction & Engineering
BEML Limited,BEML,Rail
BEW Engineering Ltd,BEWLTD,Industrial Machinery
BGR Energy Systems Ltd,BGRENERGY,Construction & Engineering
Bajaj Steel Industries Ltd,BAJAJST,Industrial Machinery
Balmer Lawrie Investments Ltd,BLIL,Conglomerates
Balmer Lawrie and Company Ltd,BALMLAWRIE,Conglomerates
Balu Forge Industries Ltd,BALUFORGE,Industrial Machinery
Balurghat Technologies Ltd,BALTE,Logistics
Banka BioLoo Ltd,BANKA,Business Support Services
Baroda Extrusion Ltd,BAROEXT,Industrial Machinery
Batliboi Ltd,BATLIBOI,Industrial Machinery
Beardsell Ltd,BEARDSELL,Building Products - Prefab Structures
Bemco Hydraulics Ltd,BEMHY,Industrial Machinery
Bhagyanagar India Ltd,BHAGYANGR,Electrical Components & Equipments
Bharat Bijlee Ltd,BBL,Heavy Electrical Equipments
Bharat Dynamics Ltd,BDL,Aerospace & Defense Equipments
Bharat Heavy Electricals Ltd,BHEL,Heavy Electrical Equipments
Bharat Road Network Ltd,BRNL,Roads
Bhilwara Technical Textiles Ltd,BTTL,Commodities Trading
Bigbloc Construction Ltd,BIGBLOC,Building Products - Granite
Bil Energy Systems Ltd,BILENERGY,Industrial Machinery
Bimetal Bearings Ltd,BIMETAL,Industrial Machinery
Birla Precision Technologies Ltd,BIRLAPREC,Industrial Machinery
Black Rose Industries Ltd,BLACKROSE,Conglomerates
Blue Dart Express Ltd,BLUEDART,Logistics
Blue Pearl Texspin Ltd,BPTEX,Commodities Trading
Bombay Cycle and Motor Agency Ltd,BOMBCYC,Conglomerates
Bombay Metrics Supply Chain Ltd,BMETRICS,Logistics
Bombay Oxygen Investments Ltd,BOMOXY-B1,Conglomerates
Bombay Potteries and Tiles Ltd,BOMBPOT,Building Products - Ceramics
Brahmaputra Infrastructure Ltd,BRAHMINFRA,Construction & Engineering
Bright Solar Ltd,BRIGHT,Industrial Machinery
C & C Constructions Ltd,CANDC,Construction & Engineering
CCL International Ltd,CCLINTER,Construction & Engineering
CG Power and Industrial Solutions Limited,CGPOWER,Heavy Electrical Equipments
CHD Chemicals Ltd,CHDCHEM,Commodities Trading
CKP Products Ltd,CKPPRODUCT,Commodities Trading
CMI Ltd,CMICABLES,Cables
CMM Infraprojects Ltd,CMMIPL,Construction & Engineering
Calcom Vision Ltd,CALCOM,Electrical Components & Equipments
Candour Techtex Ltd,CANDOUR,Industrial Machinery
Capacite Infraprojects Ltd,CAPACITE,Construction & Engineering
Captain Polyplast Ltd,CPL,Industrial Machinery
Captain Technocast Ltd,CTCL,Industrial Machinery
Carborundum Universal Ltd,CARBORUNIV,Industrial Machinery
Caspian Corporate Services Ltd,CASPIAN,Business Support Services
Cenlub Industries Ltd,CENLUB,Industrial Machinery
Cera Sanitaryware Ltd,CERA,Building Products - Ceramics
Chandni Machines Ltd,CHANDNIMACH,Commodities Trading
Chartered Logistics Ltd,CHLOGIST,Logistics
Chemplast Sanmar Ltd,CHEMPLASTS,Building Products - Pipes
Chemtech Industrial Valves Ltd,CHEMTECH,Commodities Trading
Chowgule Steamships Ltd,CHOWGULSTM,Logistics
Cimmco Limited,CIMMCO,Rail
Classic Electricals Ltd,CLASELE,Electrical Components & Equipments
Cochin Shipyard Ltd,COCHINSHIP,Shipbuilding
Comfort Commotrade Ltd,COMCL,Commodities Trading
Consolidated Construction Consortium Ltd,CCCL,Construction & Engineering
Container Corporation of India Ltd,CONCOR,Logistics
Continental Controls Ltd,CONTICON,Electrical Components & Equipments
Cords Cable Industries Ltd,CORDSCABLE,Cables
Coromandel Engineering Company Ltd,COROENGG,Construction & Engineering
Craftsman Automation Ltd,CRAFTSMAN,Industrial Machinery
Cravatex Ltd,CRAVATEX,Commodities Trading
Crown Lifters Ltd,CROWN,Heavy Machinery
Cummins India Limited,CUMMINSIND,Industrial Machinery
D & H India Ltd,DHINDIA,Industrial Machinery
DCM Ltd,DCM,Conglomerates
DECO MICA Ltd,DECOMIC,Building Products - Laminates
DHP India Ltd,DHPIND,Industrial Machinery
DISA India Ltd,DISAQ,Industrial Machinery
DRS Dilip Roadlines Ltd,DRSDILIP,Logistics
Data Patterns (India) Ltd,DATAPATTNS,Aerospace & Defense Equipments
De Nora India Limited,DENORA,Electrical Components & Equipments
Debock Industries Limited,DIL,Agricultural & Farm Machinery
Deccan Bearings Ltd,DECANBRG,Industrial Machinery
Delhivery Ltd,DELHIVERY,Logistics
Delta Manufacturing Limited,DELTAMAGNT,Industrial Machinery
Destiny Logistics & Infra Ltd,DESTINY,Logistics
Devine Impex Ltd,DEVINE,Commodities Trading
Dhabriya Polywood Ltd,DHABRIYA,Building Products - Laminates
Dhruv Consultancy Services Ltd,DHRUV,Construction & Engineering
Diamond Power Infrastructure Ltd,DIAPOWER,Electrical Components & Equipments
Dilip Buildcon Ltd,DBL,Construction & Engineering
Divyashakti Ltd,DIVSHKT,Building Products - Granite
Dredging Corporation of India Ltd,DREDGECORP,Dredging
Dugar Housing Developments Ltd,DUGARHOU,Construction & Engineering
Dutron Polymers Ltd,DUTRON,Building Products - Pipes
Dynamic Cables Ltd,DYCL,Cables
Dynamic Services & Security Ltd,DYNAMIC,Employment Services
ELANTAS Beck India Ltd,ELANTAS,Electrical Components & Equipments
EMCO Ltd,EMCO,Heavy Electrical Equipments
EPIC Energy Ltd,EPIC,Electrical Components & Equipments
ESAB India Ltd,ESABINDIA,Industrial Machinery
Eco Recycling Ltd,ECORECO,Business Support Services
Ecoboard Industries Ltd,ECOBOAR,Building Products - Laminates
Eicher Motors Ltd,EICHERMOT,Trucks & Buses
Eimco Elecon India Ltd,EIMCOELECO,Industrial Machinery
Ekansh Concepts Ltd,EKANSH,Construction & Engineering
Elecon Engineering Company Ltd,ELECON,Heavy Electrical Equipments
Electrosteel Castings Ltd,ELECTCAST,Building Products - Pipes
Elegant Marbles and Grani Industries Ltd,ELEMARB,Building Products - Granite
Elgi Equipments Ltd,ELGIEQUIP,Industrial Machinery
Emkay Taps and Cutting Tools Ltd,EMKAYTOOLS,Industrial Machinery
Engineers India Ltd,ENGINERSIN,Construction & Engineering
Escorts Kubota Limited,ESCORTS,Tractors
Essar Shipping Ltd,ESSARSHPNG,Logistics
Euro Ceramics Ltd,EUROCERA,Building Products - Ceramics
Evans Electric Ltd,EVANS,Business Support Services
Eveready Industries India Ltd,EVEREADY,Batteries
Everest Industries Limited,EVERESTIND,Building Products - Prefab Structures
Excel Realty N Infra Limited,EXCEL,Construction & Engineering
Exide Industries Limited,EXIDEIND,Batteries
Exxaro Tiles Ltd,EXXARO,Building Products - Ceramics
F G P Ltd,FGP,Business Support Services
Fervent Synergies Ltd,FERVENTSYN,Conglomerates
Finolex Cables Ltd,FINCABLES,Cables
Finolex Industries Ltd,FINPIPE,Building Products - Pipes
Fluidomat Ltd,FLUIDOM,Industrial Machinery
Forbes & Company Ltd,FORBESCO,Conglomerates
Frontier Springs Ltd,FRONTSP,Industrial Machinery
Fsn E-Commerce Ventures Ltd,NYKAA,Business Support Services
FUTURE ENTERPRISES LIMITED,FEL,Conglomerates
Future Enterprises Limited,FELDVR,Conglomerates
Future Supply Chain Solutions Ltd,FSC,Logistics
G R Infraprojects Ltd,GRINFRA,Construction & Engineering
GEE Ltd,GEE,Industrial Machinery
GG Dandekar Machine Works Ltd,GGDANDE,Industrial Machinery
GI Engineering Solutions Ltd,GISOLUTION,Construction & Engineering
GKW Ltd,GKWLIMITED,Logistics
GMM Pfaudler Ltd,GMMPFAUDLR,Industrial Machinery
GMR Infrastructure Ltd,GMRINFRA,Construction & Engineering
GPT Infraprojects Ltd,GPTINFRA,Construction & Engineering
GTV Engineering Ltd,GTV,Construction & Engineering
GVK Power & Infrastructure Ltd,GVKPIL,Airports
Gala Global Products Ltd,GGPL,Business Support Services
Galada Power and Telecommunication Ltd,GALADA,Electrical Components & Equipments
Galaxy Agrico Exports Ltd,GALAGEX,Industrial Machinery
Galaxy Bearings Ltd,GALXBRG,Heavy Machinery
Garden Reach Shipbuilders & Engineers Ltd,GRSE,Shipbuilding
Garware Marine Industries Ltd,GARWAMAR,Shipbuilding
Gateway Distriparks Ltd,GATEWAY,Logistics
GATI Limited,GATI,Logistics
Gayatri Highways Ltd,GAYAHWS,Construction & Engineering
Gayatri Projects Ltd,GAYAPROJ,Construction & Engineering
Gayatri Tissue and Papers Ltd,GYTRIPA,Construction & Engineering
GE Power India Limited,GEPIL,Construction & Engineering
GE T&D India Limited,GET&D,Heavy Electrical Equipments
Generic Engineering Construction and Projects Ltd,GENCON,Construction & Engineering
Genpharmasec Ltd,GENPHARMA,Commodities Trading
Gillanders Arbuthnot & Co Ltd,GILLANDERS,Conglomerates
Giriraj Civil Developers Ltd,GIRIRAJ,Construction & Engineering
Glittek Granites Ltd,GLITTEKG,Building Products - Granite
Global Vectra Helicorp Ltd,GLOBALVECT,Airlines
Globe Commercials Ltd,GLCL,Commodities Trading
Globe International Carriers Ltd,GICL,Logistics
Godha Cabcon & Insulation Ltd,GODHA,Cables
Goldstar Power Ltd,GOLDSTAR,Batteries
Goyal Aluminiums Ltd,GOYALALUM,Commodities Trading
Graphite India Limited,GRAPHITE,Electrical Components & Equipments
Gratex Industries Ltd,GRATEXI,Commodities Trading
Greaves Cotton Limited,GREAVESCOT,Industrial Machinery
Greenlam Industries Ltd,GREENLAM,Building Products - Laminates
Grindwell Norton Ltd,GRINDWELL,Industrial Machinery
Gujarat Apollo Industries Limited,GUJAPOLLO,Industrial Machinery
Gujarat Pipavav Port Ltd,GPPL,Ports
Gujarat Toolroom Ltd,GUJTLRM,Construction & Engineering
HBL Power Systems Ltd,HBLPOWER,Batteries
HEC Infra Projects Ltd,HECPROJECT,Electrical Components & Equipments
HEG Ltd,HEG,Electrical Components & Equipments
HG Infra Engineering Ltd (Part IX),HGINFRA,Construction & Engineering
HLE Glascoat Ltd,HLEGLAS,Industrial Machinery
HMT Ltd,HMT,Industrial Machinery
HPL Electric & Power Ltd,HPL,Electrical Components & Equipments
Halder Venture Ltd,HALDER,Commodities Trading
Hardwyn India Ltd,HARDWYN,Building Products - Glass
Haria Exports Ltd,HARIAEXPO,Commodities Trading
Hariom Pipe Industries Ltd,HARIOMPIPE,Building Products - Pipes
Harish Textile Engineers Ltd,HARISH,Industrial Machinery
Hariyana Ship Breakers Ltd,HRYNSHP,Commodities Trading
Hariyana Ventures Ltd,HVL,Commodities Trading
Havells India Ltd,HAVELLS,Electrical Components & Equipments
Hercules Hoists Ltd,HERCULES,Industrial Machinery
Hexa Tradex Ltd,HEXATRADEX,Commodities Trading
Hi-Tech Pipes Ltd,HITECH,Building Products - Pipes
Hilton Metal Forging Ltd,HILTON,Industrial Machinery
Hind Commerce Ltd,HCLTD,Commodities Trading
Hind Rectifiers Ltd,HIRECT,Electrical Components & Equipments
Hindustan Aeronautics Ltd,HAL,Aerospace & Defense Equipments
Hindustan Construction Company Ltd,HCC,Construction & Engineering
Hindustan Housing Company Ltd,ZHINDHSG,Business Support Services
Hindusthan Udyog Ltd,ZHINUDYP,Industrial Machinery
Hindusthan Urban Infrastructure Ltd,HUIL,Heavy Electrical Equipments
Hisar Metal Industries Ltd,HISARMETAL,Building Products - Pipes
Hitachi Energy India Limited,POWERINDIA,Heavy Electrical Equipments
Hittco Tools Ltd,HITTCO,Industrial Machinery
Honda India Power Products Limited,HONDAPOWER,Industrial Machinery
Husys Consulting Ltd,HUSYSLTD,Employment Services
IEL Ltd,INDXTRA,Commodities Trading
IFGL Refractories Ltd,IFGLEXPOR,Industrial Machinery
IL&FS Engineering and Construction Company Limited,IL&FSENGG,Construction & Engineering
IL&FS Transportation Networks Ltd,IL&FSTRANS,Roads
IMP Powers Limited,INDLMETER,Heavy Electrical Equipments
IRB Infrastructure Developers Ltd,IRB,Construction & Engineering
IRB InvIT Fund,IRBINVIT,Roads
IST Ltd,ISTLTD,Industrial Machinery
ITD Cementation India Limited,ITDCEM,Construction & Engineering
ITL Industries Ltd,ITL,Industrial Machinery
Ice Make Refrigeration Ltd,ICEMAKE,Electrical Components & Equipments
Inani Marbles and Industries Ltd,INANI,Building Products - Granite
Incon Engineers Ltd,INCON,Industrial Machinery
Ind Renewable Energy Ltd,INDRENEW,Renewable Energy Equipment & Services
Indian Card Clothing Company Ltd,INDIANCARD,Industrial Machinery
Indinfravit Trust,INDINFR,Roads
Indo-National Limited,NIPPOBATRY,Batteries
Indo Tech Transformers Ltd,INDOTECH,Heavy Electrical Equipments
Indosolar Ltd,INDOSOLAR,Renewable Energy Equipment & Services
Indoworth Holdings Ltd,UNIWSEC,Commodities Trading
Ingersoll-Rand (India) Ltd,INGERRAND,Industrial Machinery
Innovators Facade Systems Ltd,INNOVATORS,Construction & Engineering
Inox Wind Energy Ltd,IWEL,Heavy Electrical Equipments
Inox Wind Ltd,INOXWIND,Heavy Electrical Equipments
Integra Engineering India Ltd,INTEGRAEN,Industrial Machinery
Integrated Capital Services Ltd,ICSL,Business Support Services
Integrated Technologies Ltd,INTECH,Electrical Components & Equipments
Interglobe Aviation Ltd,INDIGO,Airlines
International Combustion (India) Ltd,INTLCOMBQ,Industrial Machinery
International Conveyors Ltd,INTLCONV,Industrial Machinery
Interstate Oil Carrier Ltd,INTSTOIL,Logistics
Ircon International Ltd,IRCON,Construction & Engineering
Isgec Heavy Engineering Ltd,ISGEC,Heavy Machinery
Iykot Hitech Toolroom,IYKOTHITE,Industrial Machinery
J Kumar Infraprojects Ltd,JKIL,Construction & Engineering
JITF Infralogistics Ltd,JITFINFRA,Shipbuilding
JMC Projects (India) Ltd,JMCPROJECT,Construction & Engineering
Jaihind Projects Ltd,JAIHINDPRO,Construction & Engineering
Jain Irrigation Systems Ltd,JISLJALEQS,Agricultural & Farm Machinery
Jain Irrigation Systems Ltd - DVR,JISLDVREQS,Agricultural & Farm Machinery
Jain Marmo Industries Ltd,JAINMARMO,Building Products - Granite
Jaiprakash Associates Ltd,JPASSOCIAT,Conglomerates
Jalan Transolutions (India) Ltd,JALAN,Logistics
Jash Engineering Ltd,JASH,Construction & Engineering
Jayatma Enterprises Ltd,JAYATMA,Business Support Services
Jaypee Infratech Ltd,JPINFRATEC,Construction & Engineering
Jet Airways (India) Ltd,JETAIRWAYS,Airlines
Jet Freight Logistics Ltd,JETFREIGHT,Logistics
Jigar Cables Ltd,JIGAR,Cables
Jindal Saw Limited,JINDALSAW,Building Products - Pipes
John Cockerill India Ltd,COCKERILL,Industrial Machinery
Jolly Merchants Ltd,RGRL,Agricultural & Farm Machinery
Jupiter Wagons Limited,JWL,Rail
Jyoti Ltd,JYOTI,Heavy Electrical Equipments
K&R Rail Engineering Ltd,KRRAIL,Construction & Engineering
KEC International Ltd,KEC,Construction & Engineering
KEI Industries Ltd,KEI,Cables
KNR Constructions Ltd,KNRCON,Construction & Engineering
KPT Industries Ltd,KPT,Industrial Machinery
Ksb Limited,KSB,Industrial Machinery
Kabra Commercial Ltd,KCL,Commodities Trading
Kabra Extrusion Technik Ltd,KABRAEXTRU,Industrial Machinery
Kajaria Ceramics Ltd,KAJARIACER,Building Products - Ceramics
Kama Holdings Ltd,KAMAHOLD,Conglomerates
Kapston Services Limited,KAPSTON,Business Support Services
Karnimata Cold Storage Ltd,KCSL,Logistics
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,Construction & Engineering
Kaycee Industries Ltd,KAYCEEI,Electrical Components & Equipments
Kcl Infra Projects Ltd,KCLINFRA,Construction & Engineering
Kedia Construction Co Ltd,KEDIACN,Business Support Services
Kennametal India Limited,KENNAMET,Industrial Machinery
Khemani Distributors & Marketing Ltd,KDML,Commodities Trading
Khfm Hospitality and Facility Management Services Ltd,KHFM,Business Support Services
Kilburn Engineering Ltd,KLBRENG-B,Industrial Machinery
Kiran Print Pack Ltd,KIRANPR,Stationery
Kirloskar Brothers Ltd,KIRLOSBROS,Industrial Machinery
Kirloskar Electric Company Ltd,KECL,Heavy Electrical Equipments
Kirloskar Oil Engines Ltd,KIRLOSENG,Industrial Machinery
Kirloskar Pneumatic Company Ltd,KIRLPNU,Industrial Machinery
Kisan Mouldings Ltd,KISAN,Building Products - Pipes
Kokuyo Camlin Limited,KOKUYOCMLN,Stationery
Konndor Industries Ltd,KONNDOR,Commodities Trading
Kothari Products Ltd,KOTHARIPRO,Commodities Trading
Kotia Enterprises Ltd,KEL,Industrial Machinery
Kratos Energy & Infrastructure Ltd,KRATOSENER,Conglomerates
Krishna Defence & Allied Industries Ltd,KRISHNADEF,Industrial Machinery
Kriti Industries (India) Limited,KRITIIND,Building Products - Pipes
Kshitij Polyline Ltd,KSHITIJPOL,Stationery
Kunststofe Industries Ltd,KUNSTOFF,Building Products - Pipes
Kusam Electrical Industries Ltd,KUSUMEL,Electrical Components & Equipments
LG Balakrishnan & Bros Ltd,LGBBROSLTD,Industrial Machinery
LGB Forge Ltd,LGBFORGE,Industrial Machinery
LOYAL EQUIPMENTS Ltd,LOYAL,Industrial Machinery
Lakshmi Electrical Control Systems Ltd,LAKSELEC,Electrical Components & Equipments
Lakshmi Machine Works Ltd,LAXMIMACH,Industrial Machinery
Lakshmi Precision Screws Ltd,LAKPRE,Industrial Machinery
Lancer Container Lines Ltd,LANCER,Logistics
Larsen & Toubro Ltd,LT,Construction & Engineering
Latteys Industries Ltd,LATTEYS,Industrial Machinery
Laxmipati Engineering Works Ltd,LAXMIPATI,Industrial Machinery
Lesha Industries Ltd,LESHAIND,Commodities Trading
Lexus Granito (India) Ltd,LEXUS,Building Products - Ceramics
Likhitha Infrastructure Ltd,LIKHITHA,Construction & Engineering
Linc Limited,LINC,Stationery
Lippi Systems Ltd,LIPPISYS,Industrial Machinery
Lloyds Steels Industries Ltd,LSIL,Industrial Machinery
Lokesh Machines Ltd,LOKESHMACH,Industrial Machinery
Lynx Machinery and Commercials Ltd,LYNMC,Business Support Services
M Lakhamsi Industries Ltd,MLINDLTD,Business Support Services
MBL Infrastructures Ltd,MBLINFRA,Construction & Engineering
MEP Infrastructure Developers Ltd,MEP,Roads
MIC Electronics Ltd,MICEL,Electrical Components & Equipments
MIG Media Neurons Ltd,MMNL,Business Support Services
MMTC Ltd,MMTC,Commodities Trading
MPF Systems Ltd,MPFSL,Electrical Components & Equipments
MRC Exim Ltd,MRCEXIM,Commodities Trading
MSTC Ltd,MSTCLTD,Commodities Trading
MTAR Technologies Ltd,MTARTECH,Industrial Machinery
Macpower CNC Machines Ltd,MACPOWER,Industrial Machinery
Madhav Infra Projects Ltd,MADHAVIPL,Construction & Engineering
Madhav Marbles and Granites Ltd,MADHAV,Building Products - Granite
Madhucon Projects Ltd,MADHUCON,Construction & Engineering
Maharashtra Seamless Ltd,MAHSEAMLES,Building Products - Pipes
Maheshwari Logistics Ltd,MAHESHWARI,Logistics
Mahindra EPC Irrigation Ltd,MAHEPC,Agricultural & Farm Machinery
Mahindra Logistics Ltd,MAHLOG,Logistics
Mallcom (India) Ltd,MALLCOM,Business Support Services
Man Industries (India) Limited,MANINDS,Building Products - Pipes
Man Infraconstruction Ltd,MANINFRA,Construction & Engineering
Manav Infra Projects Ltd,MANAV,Construction & Engineering
Manugraph India Ltd,MANUGRAPH,Industrial Machinery
Marine Electricals (India) Ltd,MARINE,Electrical Components & Equipments
Marshall Machines Ltd,MARSHALL,Industrial Machinery
Marsons Ltd,MARSONS,Heavy Electrical Equipments
Maruti Infrastructure Ltd,MAINFRA,Construction & Engineering
MaxAlert Systems Ltd,MASL,Building Products - Granite
Maximus International Ltd,MAXIMUS,Commodities Trading
Mayur Floorings Ltd,MAYURFL,Building Products - Granite
Mazagon Dock Shipbuilders Ltd,MAZDOCK,Shipbuilding
Mazda Ltd,MAZDA,Industrial Machinery
McNally Bharat Engg Co Ltd,MBECL,Construction & Engineering
Meera Industries Ltd,MEERA,Industrial Machinery
Mehai Technology Ltd,MEHAI,Electrical Components & Equipments
Mercator Limited,MERCATOR,Logistics
Mercury Metals Ltd,MERMETL,Commodities Trading
Metroglobal Ltd,METROGLOBL,Commodities Trading
Mihika Industries Ltd,MIHIKA,Commodities Trading
Milestone Furniture Ltd,MILEFUR,Business Support Services
Mirch Technologies (India) Ltd,MIRCH,Industrial Machinery
Mishka Exim Ltd,MISHKA,Commodities Trading
Mitshi India Ltd,MITSHI,Conglomerates
Miven Machine Tools Ltd,MIVENMACH,Industrial Machinery
Modern Insulators Ltd,MODINSU,Electrical Components & Equipments
Modison Ltd,MODISNME,Electrical Components & Equipments
Modulex Construction Technologies Ltd,MODULEX,Construction & Engineering
Mold-Tek Technologies Ltd,MOLDTECH,Construction & Engineering
Morganite Crucible (India) Ltd,MORGANITE,Industrial Machinery
Motherson Sumi Wiring India Ltd,MSUMI,Cables
Mukand Engineers Ltd,MUKANDENGG,Construction & Engineering
Mukat Pipes Ltd,MUKATPIP,Building Products - Pipes
Mukta Agriculture Ltd,MUKTA,Commodities Trading
Murudeshwar Ceramics Ltd,MURUDCERA,Building Products - Ceramics
Muzali Arts Ltd,MUZALI,Commodities Trading
NBCC (INDIA) LIMITED,NBCC,Construction & Engineering
NCC Limited,NCC,Construction & Engineering
NMS Resources Global Ltd,NMSRESRC,Construction & Engineering
NRB Bearings Ltd,NRBBEARING,Industrial Machinery
NRB Industrial Bearings Ltd,NIBL,Industrial Machinery
Narmada Macplast Drip Irrigation Systems Ltd,NARMP,Agricultural & Farm Machinery
National Highways Infra Trust,NHIT,Roads
National Plywood Industries Ltd,NATPLY,Building Products - Laminates
Natura Hue Chem Ltd,NATHUEC,Ports
Navkar Corporation Ltd,NAVKARCORP,Logistics
Neelkanth Rock-Minerals Ltd,NEELKAN,Building Products - Granite
Niraj Cement Structurals Ltd,NIRAJ,Construction & Engineering
Nitco Limited,NITCO,Building Products - Ceramics
Nitin Fire Protection Industries Ltd,NITINFIRE,Business Support Services
Nivaka Fashions Ltd,NIVAKA,Commodities Trading
Noida Toll Bridge Company Ltd,NOIDATOLL,Roads
North Eastern Carrying Corporation Ltd,NECCLTD,Logistics
Northlink Fiscal and Capital Services Ltd,NORTHLINK,Construction & Engineering
OK Play India Ltd,OKPLA,Industrial Machinery
Olectra Greentech Limited,OLECTRA,Electrical Components & Equipments
OM INFRA LIMITED,OMINFRAL,Construction & Engineering
Oricon Enterprises Ltd,ORICONENT,Logistics
Orient Bell Limited,ORIENTBELL,Building Products - Ceramics
Oriental InfraTrust,OSEINTRUST,Construction & Engineering
Oriental Rail Infrastructure Ltd,ORIRAIL,Building Products - Laminates
Orissa Bengal Carrier Ltd,OBCL,Logistics
Oseaspre Consultants Ltd,OSEASPR,Electrical Components & Equipments
Ozone World Ltd,OZONEWORLD,Commodities Trading
P M Telelinnks Ltd,PMTELELIN,Commodities Trading
PBA Infrastructure Limited,PBAINFRA,Construction & Engineering
PIX Transmissions Ltd,PIXTRANS,Industrial Machinery
PNC Infratech Ltd,PNCINFRA,Construction & Engineering
PSP Projects Ltd,PSPPROJECT,Construction & Engineering
PAE Limited,PAEL,Batteries
Pagaria Energy Ltd,WOMENNET,Commodities Trading
Pan Electronics India Ltd,PANELEC,Electrical Components & Equipments
Panache Innovations Ltd,PANACHE,Commodities Trading
Panasonic Carbon India Co Ltd,PANCARBON,Batteries
